id,student_id,subject_id,date,grade
503,17,113,2025-08-24,5
504,17,114,2026-03-05,4
505,17,115,2025-10-02,5
506,17,116,2025-11-18,5
507,17,117,2025-11-27,Зачет
508,17,118,2025-10-16,Незачет
509,17,119,2025-07-08,Незачет
510,17,120,2026-03-20,5
511,18,91,2025-07-23,Зачет
512,18,92,2026-03-14,4
513,18,93,2025-12-27,Зачет
514,18,94,2025-06-29,3
515,18,95,2026-04-11,4
516,18,96,2025-08-12,Зачет
517,18,97,2025-05-27,Зачет
518,18,98,2026-01-11,Незачет
519,18,99,2025-11-09,Зачет
520,18,100,2026-04-11,Зачет
521,18,101,2025-09-28,4
522,18,102,2025-12-08,Зачет
523,18,103,2026-05-04,5
524,18,104,2025-06-15,5
525,18,105,2026-02-07,Зачет
526,18,106,2026-03-31,5
527,18,107,2025-11-23,Незачет
528,18,108,2026-04-02,3
529,18,109,2025-06-24,5
530,18,110,2025-08-25,Зачет
531,18,111,2025-06-08,Зачет
532,18,112,2026-02-27,5
533,18,113,2025-07-08,4
534,18,114,2025-08-20,3
535,18,115,2025-10-28,3
536,18,116,2026-04-23,4
537,18,117,2025-11-22,Незачет
538,18,118,2025-07-03,Зачет
539,18,119,2026-03-25,Незачет
540,18,120,2025-10-23,2
541,19,91,2025-06-11,Незачет
542,19,92,2026-04-25,3
543,19,93,2025-08-01,Зачет
544,19,94,2026-03-20,5
545,19,95,2025-10-29,5
546,19,96,2026-04-15,Незачет
547,19,97,2025-09-19,Незачет
548,19,98,2026-05-03,Незачет
549,19,99,2025-05-17,Незачет
550,19,100,2025-10-15,Незачет
551,19,101,2025-05-27,3
552,19,102,2025-10-07,Зачет
553,19,103,2025-11-17,2
554,19,104,2025-09-29,3
555,19,105,2025-08-06,Незачет
556,19,106,2025-10-03,2
557,19,107,2025-06-07,Незачет
558,19,108,2025-09-29,3
559,19,109,2025-08-02,4
560,19,110,2025-05-17,Зачет
561,19,111,2025-09-07,Незачет
562,19,112,2026-05-03,5
563,19,113,2025-06-14,2
564,19,114,2026-03-28,2
565,19,115,2026-02-08,4
566,19,116,2026-01-14,4
567,19,117,2025-09-14,Зачет
568,19,118,2026-03-10,Незачет
569,19,119,2025-07-02,Зачет
570,19,120,2025-06-29,5
571,20,91,2025-05-21,Зачет
572,20,92,2025-08-26,3
573,20,93,2026-04-28,Незачет
574,20,94,2026-03-25,2
575,20,95,2025-11-06,5
576,20,96,2026-02-01,Незачет
577,20,97,2026-03-25,Незачет
578,20,98,2025-06-29,Зачет
579,20,99,2026-02-25,Незачет
580,20,100,2026-02-05,Зачет
581,20,101,2025-11-05,3
582,20,102,2025-10-28,Зачет
583,20,103,2025-12-31,4
584,20,104,2025-05-09,5
585,20,105,2026-04-23,Зачет
586,20,106,2025-06-06,3
587,20,107,2025-05-14,Зачет
588,20,108,2025-08-14,3
589,20,109,2025-07-29,2
590,20,110,2026-03-27,Незачет
591,20,111,2025-07-04,Незачет
592,20,112,2025-12-06,3
593,20,113,2026-05-07,4
594,20,114,2026-02-13,4
595,20,115,2025-12-29,4
596,20,116,2025-11-27,4
597,20,117,2025-10-18,Зачет
598,20,118,2025-06-19,Зачет
599,20,119,2026-03-04,Незачет
600,20,120,2025-08-26,2
601,21,91,2025-08-07,Незачет
602,21,92,2025-08-31,3
603,21,93,2025-06-23,Зачет
604,21,94,2025-05-25,3
605,21,95,2025-08-07,3
606,21,96,2025-10-17,Незачет
607,21,97,2026-01-10,Зачет
608,21,98,2026-03-11,Незачет
609,21,99,2026-01-03,Незачет
610,21,100,2025-10-31,Зачет
611,21,101,2025-05-31,4
612,21,102,2025-06-19,Незачет
613,21,103,2026-03-27,5
614,21,104,2026-04-23,5
615,21,105,2025-11-17,Зачет
616,21,106,2025-12-24,2
617,21,107,2025-12-01,Незачет
618,21,108,2025-05-13,4
619,21,109,2026-01-07,4
620,21,110,2025-11-23,Незачет
621,21,111,2025-12-16,Незачет
622,21,112,2025-08-08,4
623,21,113,2026-02-10,2
624,21,114,2025-07-01,2
625,21,115,2025-08-28,5
626,21,116,2025-10-20,4
627,21,117,2025-05-07,Зачет
628,21,118,2025-12-31,Незачет
629,21,119,2025-09-21,Зачет
630,21,120,2025-08-08,5
631,22,91,2025-12-14,Зачет
632,22,92,2025-10-15,5
633,22,93,2025-07-18,Незачет
634,22,94,2026-01-20,4
635,22,95,2026-01-21,4
636,22,96,2025-06-09,Незачет
637,22,97,2025-11-26,Зачет
638,22,98,2025-09-24,Незачет
639,22,99,2025-06-02,Незачет
640,22,100,2025-11-27,Зачет
641,22,101,2025-12-04,2
642,22,102,2025-11-20,Зачет
643,22,103,2026-03-08,5
644,22,104,2025-11-20,2
645,22,105,2025-12-08,Зачет
646,22,106,2025-05-14,3
647,22,107,2025-10-05,Незачет
648,22,108,2026-04-11,5
649,22,109,2025-11-05,2
650,22,110,2025-05-23,Незачет
651,22,111,2026-01-08,Зачет
652,22,112,2025-10-04,3
653,22,113,2025-09-28,4
654,22,114,2025-08-13,3
655,22,115,2026-02-21,4
656,22,116,2025-05-13,2
657,22,117,2025-09-22,Незачет
658,22,118,2026-03-09,Незачет
659,22,119,2025-06-02,Зачет
660,22,120,2025-09-17,4
661,23,91,2025-08-08,Зачет
662,23,92,2026-02-15,2
663,23,93,2026-01-17,Незачет
664,23,94,2026-01-05,4
665,23,95,2025-06-16,3
666,23,96,2026-03-02,Незачет
667,23,97,2025-12-18,Зачет
668,23,98,2026-02-16,Зачет
669,23,99,2026-02-24,Зачет
670,23,100,2025-09-13,Зачет
671,23,101,2025-06-27,5
672,23,102,2025-05-24,Зачет
673,23,103,2025-09-20,3
674,23,104,2025-12-05,3
675,23,105,2025-09-15,Незачет
676,23,106,2026-03-18,2
677,23,107,2026-01-11,Зачет
678,23,108,2025-07-13,4
679,23,109,2026-03-25,2
680,23,110,2026-03-05,Незачет
681,23,111,2026-01-27,Зачет
682,23,112,2025-11-03,5
683,23,113,2026-02-01,2
684,23,114,2025-11-08,3
685,23,115,2026-01-07,5
686,23,116,2025-07-16,2
687,23,117,2026-03-18,Зачет
688,23,118,2025-06-28,Зачет
689,23,119,2025-05-31,Незачет
690,23,120,2026-02-09,4
691,24,91,2026-03-04,Незачет
692,24,92,2025-10-31,3
693,24,93,2025-05-21,Незачет
694,24,94,2025-08-28,3
695,24,95,2025-07-24,3
696,24,96,2025-05-24,Зачет
697,24,97,2026-03-10,Зачет
698,24,98,2025-07-23,Зачет
699,24,99,2026-04-16,Незачет
700,24,100,2025-05-23,Незачет
701,24,101,2025-09-06,3
702,24,102,2026-05-04,Зачет
703,24,103,2025-09-04,5
704,24,104,2025-11-23,5
705,24,105,2025-10-08,Зачет
706,24,106,2026-03-19,2
707,24,107,2025-12-03,Зачет
708,24,108,2025-11-06,3
709,24,109,2025-08-13,2
710,24,110,2025-05-21,Незачет
711,24,111,2026-02-23,Незачет
712,24,112,2026-01-13,5
713,24,113,2025-07-20,4
714,24,114,2025-08-26,3
715,24,115,2025-09-22,3
716,24,116,2026-04-06,4
717,24,117,2026-03-06,Зачет
718,24,118,2025-05-25,Зачет
719,24,119,2026-04-08,Незачет
720,24,120,2026-01-16,2
721,25,91,2025-09-12,Незачет
722,25,92,2025-08-21,3
723,25,93,2025-06-24,Зачет
724,25,94,2026-03-13,5
725,25,95,2025-09-26,4
726,25,96,2025-10-23,Зачет
727,25,97,2026-04-17,Зачет
728,25,98,2025-10-09,Незачет
729,25,99,2026-02-19,Незачет
730,25,100,2025-10-24,Зачет
731,25,101,2026-04-19,3
732,25,102,2025-10-04,Незачет
733,25,103,2025-09-15,2
734,25,104,2025-07-18,2
735,25,105,2025-11-15,Незачет
736,25,106,2026-01-30,4
737,25,107,2025-11-16,Зачет
738,25,108,2025-09-26,5
739,25,109,2026-04-30,5
740,25,110,2026-03-12,Незачет
741,25,111,2025-11-24,Зачет
742,25,112,2025-08-18,5
743,25,113,2026-03-14,2
744,25,114,2025-06-08,2
745,25,115,2026-02-13,2
746,25,116,2025-10-18,2
747,25,117,2025-06-06,Незачет
748,25,118,2025-10-21,Зачет
749,25,119,2025-12-26,Зачет
750,25,120,2026-03-22,2
751,26,121,2025-07-16,5
752,26,122,2025-12-04,4
753,26,123,2025-08-29,Незачет
754,26,124,2025-09-08,Незачет
755,26,125,2025-06-15,5
756,26,126,2025-06-07,2
757,26,127,2025-09-11,3
758,26,128,2026-01-18,Незачет
759,26,129,2025-08-29,Зачет
760,26,130,2025-09-03,4
761,26,131,2025-10-27,2
762,26,132,2025-12-27,3
763,26,133,2026-02-09,Зачет
764,26,134,2025-10-19,Незачет
765,26,135,2025-07-10,5
766,26,136,2026-01-29,Зачет
767,26,137,2025-10-26,4
768,26,138,2025-09-20,5
769,26,139,2025-10-27,3
770,26,140,2025-05-23,2
771,26,141,2026-02-13,3
772,26,142,2026-04-09,Зачет
773,26,143,2026-04-26,5
774,26,144,2025-09-20,Зачет
775,26,145,2025-12-31,Незачет
776,26,146,2025-10-22,Зачет
777,26,147,2025-08-21,Незачет
778,26,148,2026-01-10,Зачет
779,26,149,2026-03-10,2
780,26,150,2025-05-29,Зачет
781,27,121,2025-06-05,3
782,27,122,2026-01-22,2
783,27,123,2026-01-09,Зачет
784,27,124,2025-10-11,Незачет
785,27,125,2025-09-25,4
786,27,126,2025-11-22,4
787,27,127,2026-03-14,3
788,27,128,2026-02-22,Незачет
789,27,129,2026-01-25,Зачет
790,27,130,2025-07-08,4
791,27,131,2025-05-19,2
792,27,132,2025-07-01,2
793,27,133,2026-04-01,Незачет
794,27,134,2025-12-28,Незачет
795,27,135,2026-01-25,4
796,27,136,2026-03-06,Зачет
797,27,137,2025-10-24,4
798,27,138,2025-05-20,2
799,27,139,2025-06-25,5
800,27,140,2025-06-02,5
801,27,141,2025-08-06,4
802,27,142,2026-03-05,Зачет
803,27,143,2026-01-12,5
804,27,144,2025-09-26,Зачет
805,27,145,2025-09-24,Незачет
806,27,146,2025-10-02,Зачет
807,27,147,2025-12-13,Незачет
808,27,148,2025-05-19,Зачет
809,27,149,2025-12-27,2
810,27,150,2025-07-05,Зачет
811,28,121,2026-01-25,2
812,28,122,2025-10-28,2
813,28,123,2025-09-28,Зачет
814,28,124,2025-09-28,Зачет
815,28,125,2025-10-26,2
816,28,126,2026-02-27,5
817,28,127,2025-06-05,4
818,28,128,2025-12-15,Незачет
819,28,129,2025-06-29,Зачет
820,28,130,2025-11-28,3
821,28,131,2025-09-26,2
822,28,132,2025-10-08,5
823,28,133,2025-09-06,Зачет
824,28,134,2026-01-14,Незачет
825,28,135,2025-08-23,3
826,28,136,2025-08-11,Незачет
827,28,137,2025-06-20,4
828,28,138,2025-05-17,4
829,28,139,2026-02-16,2
830,28,140,2025-07-18,4
831,28,141,2025-11-16,2
832,28,142,2025-11-24,Зачет
833,28,143,2025-10-04,3
834,28,144,2026-04-26,Зачет
835,28,145,2025-12-11,Зачет
836,28,146,2025-06-21,Незачет
837,28,147,2025-08-16,Зачет
838,28,148,2026-03-03,Незачет
839,28,149,2025-08-16,4
840,28,150,2026-02-04,Незачет
841,29,121,2025-10-27,4
842,29,122,2025-07-29,2
843,29,123,2025-12-30,Незачет
844,29,124,2025-08-25,Зачет
845,29,125,2026-01-31,4
846,29,126,2026-04-27,3
847,29,127,2025-11-13,4
